lncRNA,disease,pred,label,evidence
BCAR4,DOID:771,0.096018143,0,0
HPN-AS1,DOID:0050828,0.096018039,0,0
HULC,DOID:783,0.096017584,0,0
APTR,DOID:11717,0.096013695,0,0
KCNQ1OT1,DOID:2914,0.096013568,0,0
LINC00299,DOID:0060167,0.095997736,0,0
GABPB1-AS1,DOID:1440,0.09599705,0,0
TRERNA1,DOID:3498,0.095996514,0,0
HAND2-AS1,DOID:8725,0.095996141,0,0
TUG1,DOID:3948,0.095992744,0,0
GAS5,DOID:10348,0.095986903,0,0
CASC16,DOID:6713,0.095985368,0,0
LINC00511,DOID:0050686,0.09598425,0,0
LINC00163,DOID:4230,0.095978096,0,0
GPR1-AS,DOID:2174,0.095975175,0,0
C5orf66-AS1,DOID:3093,0.095970124,0,0
IGF2-AS,DOID:3963,0.095965967,0,0
NRON,DOID:0080000,0.095961325,0,0
TEX41,DOID:0060119,0.095958635,0,0
KCTD21-AS1,DOID:9538,0.095957793,0,0
NRON,DOID:2921,0.095951021,0,0
MIR22HG,DOID:4845,0.095948957,0,0
CCAT2,DOID:0060084,0.095943965,0,0
NPTN-IT1,DOID:1686,0.095940046,0,0
TRERNA1,DOID:0080053,0.095929436,0,0
MINCR,DOID:8712,0.095929235,0,0
CTBP1-AS,DOID:557,0.095919892,0,0
LINC01080,DOID:1967,0.095919512,0,0
HCP5,DOID:10941,0.095919326,0,0
LINC00602,DOID:1036,0.095910229,0,0
MIR194-2HG,DOID:11983,0.095901608,0,0
MIR137HG,DOID:530,0.095900707,0,0
LINC00629,DOID:0050959,0.09589301,0,0
MIR7-3HG,DOID:0060119,0.095891051,0,0
NCRUPAR,DOID:1289,0.095888898,0,0
PSMB8-AS1,DOID:0080005,0.095888034,0,0
LINC01081,DOID:0050177,0.095885307,0,0
LINC00473,DOID:114,0.0958822,0,0
NBAT1,DOID:0060100,0.095882021,0,0
ABALON,DOID:0060334,0.095881231,0,0
HLA-F-AS1,DOID:12858,0.095878869,0,0
CCAT1,DOID:2152,0.09587235,0,1
MIR99AHG,DOID:865,0.09587042,0,0
H19,DOID:535,0.09586893,0,0
ZEB1-AS1,DOID:3342,0.095857635,0,0
LUCAT1,DOID:5419,0.09585759,0,0
NBAT1,DOID:0050177,0.095854059,0,0
PISRT1,DOID:2468,0.095845915,0,0
NALT1,DOID:14566,0.095845401,0,0
NCAM1-AS1,DOID:11054,0.095840506,0,0
MESTIT1,DOID:229,0.095837049,0,0
HCCAT5,DOID:2174,0.095833644,0,0
MIR4435-2HG,DOID:12336,0.09583313,0,0
ZFAS1,DOID:3308,0.095828518,0,0
MINCR,DOID:8850,0.095826045,0,0
LRRC3DN,DOID:9261,0.095823854,0,0
TARID,DOID:1470,0.09581694,0,0
RAD51-AS1,DOID:1561,0.095813341,0,0
MIR181A1HG,DOID:0050908,0.095811501,0,0
GACAT2,DOID:4194,0.095805787,0,0
HOTAIRM1,DOID:0050830,0.095805451,0,0
CCAT1,DOID:9206,0.095802121,0,0
LINC01080,DOID:4195,0.095799856,0,0
LINC00629,DOID:0050830,0.095799088,0,0
SAMMSON,DOID:26,0.095794044,0,0
LUCAT1,DOID:0050771,0.095793411,0,0
HULC,DOID:865,0.09579324,0,0
CDKN2A-AS1,DOID:9261,0.095791444,0,0
CCAT1,DOID:1883,0.095787756,0,0
LINC01133,DOID:5572,0.095785312,0,0
ZFAS1,DOID:1115,0.095777936,0,0
LOXL1-AS1,DOID:5166,0.095774785,0,0
C5orf66-AS1,DOID:2596,0.095774062,0,0
MIR503HG,DOID:2127,0.09576913,0,0
SNHG4,DOID:657,0.095768265,0,0
OLMALINC,DOID:1040,0.095768139,0,0
HOTAIRM1,DOID:2174,0.095761999,0,0
LINC01587,DOID:201,0.095757551,0,0
PEG3-AS1,DOID:0080146,0.095753379,0,0
DANCR,DOID:12365,0.095752694,0,0
MIR17HG,DOID:3312,0.095750377,0,0
MIR137HG,DOID:11054,0.09574727,0,1
CAHM,DOID:0060289,0.095739856,0,0
LINC00479,DOID:4074,0.095737807,0,0
LINC01587,DOID:594,0.095737398,0,0
TUSC8,DOID:1070,0.095736533,0,0
FBXW7-AS1,DOID:8584,0.095734879,0,0
XIST,DOID:5223,0.095730342,0,0
LINC01080,DOID:2789,0.095724918,0,0
PICSAR,DOID:9835,0.095724709,0,0
LINC00575,DOID:3193,0.095723726,0,0
B3GALT5-AS1,DOID:0060056,0.09571857,0,0
NFIA-AS1,DOID:5719,0.095709763,0,0
LINC00687,DOID:1561,0.095706441,0,0
HYMAI,DOID:2978,0.095691517,0,0
DISC1FP1,DOID:13378,0.095690183,0,0
LINC00472,DOID:0060158,0.095689818,0,0
LINC00511,DOID:0060158,0.095685929,0,0
LINC00474,DOID:1909,0.095683038,0,0
PRINS,DOID:8584,0.095676027,0,0
HNF1A-AS1,DOID:1229,0.095674999,0,0
MIR155HG,DOID:8692,0.095672317,0,0
HCG9,DOID:526,0.095667869,0,0
LINC01387,DOID:331,0.09566766,0,0
CCDC26,DOID:2033,0.095663555,0,0
LINC00663,DOID:0050829,0.095659345,0,0
MIR181A1HG,DOID:1492,0.095652491,0,0
SNHG11,DOID:2033,0.095648862,0,0
PCAT1,DOID:9351,0.095648818,0,0
PWRN1,DOID:530,0.095648639,0,0
LINC00511,DOID:4706,0.09564352,0,0
LINC00319,DOID:263,0.095642947,0,0
MIR503HG,DOID:3571,0.095640592,0,0
MIR137HG,DOID:0050828,0.095639795,0,0
TRERNA1,DOID:9279,0.09563899,0,0
DIO3OS,DOID:3451,0.095635526,0,0
THRIL,DOID:707,0.095634222,0,0
LINC01133,DOID:0050830,0.095631927,0,0
MIAT,DOID:3590,0.095624141,0,0
BANCR,DOID:8552,0.095621817,0,0
SNHG11,DOID:12858,0.095618866,0,0
CADM3-AS1,DOID:331,0.095616415,0,0
SNHG1,DOID:848,0.095612206,0,0
HAS2-AS1,DOID:363,0.095609941,0,0
NFIA-AS1,DOID:4960,0.095609881,0,0
LINC00961,DOID:863,0.095597468,0,0
LOXL1-AS1,DOID:4159,0.095593646,0,0
MESTIT1,DOID:0080001,0.09558522,0,0
LINC00675,DOID:4043,0.095583633,0,0
IFNG-AS1,DOID:176,0.095576115,0,0
CCAT2,DOID:9970,0.095575638,0,0
LINC00273,DOID:1240,0.095572323,0,0
TTTY2,DOID:3451,0.095568158,0,0
MIAT,DOID:2921,0.095566176,0,0
PEG3-AS1,DOID:2152,0.095560506,0,0
UCA1,DOID:4007,0.095556736,0,1
TP53COR1,DOID:0060167,0.095553569,0,0
LINC00315,DOID:1192,0.095552906,0,0
IL10RB-AS1,DOID:9976,0.095551997,0,0
LINC00273,DOID:77,0.095543183,0,0
LINC01628,DOID:114,0.095541634,0,0
MIR137HG,DOID:9970,0.095541596,0,0
AFAP1-AS1,DOID:8432,0.095540002,0,0
BCYRN1,DOID:615,0.095536545,0,0
MIR17HG,DOID:8893,0.095531769,0,0
LINC00273,DOID:417,0.095525034,0,0
OIP5-AS1,DOID:1074,0.095524192,0,0
C1QTNF9B-AS1,DOID:2154,0.095523015,0,0
CASC8,DOID:0060289,0.095516734,0,0
GABPB1-AS1,DOID:2030,0.095514484,0,0
EGOT,DOID:4960,0.095510714,0,0
CDR1-AS,DOID:0050686,0.095507607,0,0
PWAR4,DOID:1686,0.095505528,0,0
TUSC7,DOID:557,0.095504306,0,0
GACAT2,DOID:863,0.095500283,0,0
EPB41L4A-AS1,DOID:526,0.095499471,0,0
TARID,DOID:1398,0.095495,0,0
LINC00261,DOID:0050829,0.095489264,0,0
IGF2-AS,DOID:784,0.095488079,0,0
LINC00319,DOID:848,0.095477588,0,0
EGOT,DOID:865,0.095477045,0,0
SCHLAP1,DOID:3342,0.095476881,0,0
PWAR5,DOID:2921,0.095475838,0,0
NUP50-AS1,DOID:9835,0.095471159,0,0
CCAT2,DOID:0050639,0.095469221,0,0
HULC,DOID:4607,0.095467433,0,0
TUG1,DOID:3571,0.09546677,1,0
MIR124-2HG,DOID:7693,0.09546309,0,0
OLMALINC,DOID:8712,0.095462494,0,0
MIR100HG,DOID:1596,0.095461071,0,0
ATE1-AS1,DOID:0050890,0.095451176,0,0
PTCSC3,DOID:4090,0.095450036,0,0
LINC00922,DOID:2678,0.095449612,0,0
LINC00293,DOID:193,0.095447198,0,0
NPSR1-AS1,DOID:4914,0.095447101,0,0
VLDLR-AS1,DOID:4159,0.095446289,0,0
CARMN,DOID:2154,0.095440172,0,0
TUSC8,DOID:4226,0.095437333,0,0
ZFAS1,DOID:10286,0.095436223,0,0
MIR137HG,DOID:331,0.095435664,0,0
RMST,DOID:1319,0.095435075,0,0
GAS5,DOID:1602,0.095432892,0,0
LINC01133,DOID:3565,0.095428981,0,0
LINC-ROR,DOID:3068,0.095423035,0,1
WT1-AS,DOID:5093,0.095418401,0,0
MIR17HG,DOID:3717,0.09541586,0,0
B3GALT5-AS1,DOID:3307,0.095414393,0,0
LINC00315,DOID:2876,0.095411919,0,0
MIR137HG,DOID:9120,0.095408581,0,0
CASC8,DOID:5679,0.095406584,0,0
PEG3-AS1,DOID:2127,0.095400497,0,0
TTTY2,DOID:8725,0.095399797,0,0
DLEU2,DOID:3905,0.095398508,0,0
NBR2,DOID:114,0.095386676,0,0
MCHR2-AS1,DOID:3007,0.095384881,0,0
LINC00687,DOID:1749,0.095384866,0,0
PWAR4,DOID:0060158,0.095377378,0,0
COPG2IT1,DOID:1470,0.095376082,0,0
MIR7-3HG,DOID:5339,0.095376059,0,0
CASC15,DOID:1037,0.09537559,0,0
PSMB8-AS1,DOID:3892,0.095373608,0,0
CDR1-AS,DOID:8584,0.095365077,0,0
LINC-ROR,DOID:635,0.09535972,0,0
HOTTIP,DOID:150,0.095359296,0,0
PWRN1,DOID:2127,0.09535633,0,0
DSCR10,DOID:0050771,0.0953473,0,0
PARTICL,DOID:635,0.095345296,0,0
NFIA-AS1,DOID:1289,0.095342681,0,0
MIR22HG,DOID:1074,0.095338605,0,0
MIR22HG,DOID:3342,0.095333591,0,0
KIRREL3-AS3,DOID:1229,0.095331676,0,0
EWSAT1,DOID:5419,0.09532699,0,0
GSTT1-AS1,DOID:9252,0.095326498,0,0
PRNCR1,DOID:0050338,0.095326252,0,0
EGOT,DOID:1319,0.095324069,0,0
LINC00511,DOID:3451,0.095320493,0,0
PCAT4,DOID:526,0.095320143,0,0
CASC15,DOID:2394,0.095319964,0,1
MIR17HG,DOID:0060260,0.095299914,0,0
SNHG1,DOID:0060041,0.095299691,0,0
HPN-AS1,DOID:9538,0.095297776,0,0
PARTICL,DOID:2394,0.095295064,0,0
LINC01602,DOID:2621,0.095292024,0,0
SNHG1,DOID:2994,0.095291711,0,0
SAMMSON,DOID:3121,0.095288873,0,0
DSCR9,DOID:5339,0.09528625,0,0
LRRC3DN,DOID:3717,0.09527991,0,0
LINC01184,DOID:687,0.095276795,0,0
OLMALINC,DOID:635,0.095276527,0,0
UCA1,DOID:3459,0.095267542,0,0
TDRG1,DOID:28,0.095267124,0,0
SNHG1,DOID:0060122,0.095253676,0,0
MIR4435-2HG,DOID:4467,0.095249154,0,0
SAMMSON,DOID:3355,0.09524636,0,0
LINC00467,DOID:13378,0.095242843,0,0
FAM30A,DOID:8893,0.095242128,0,0
CCDC26,DOID:2513,0.095223576,0,0
HLA-F-AS1,DOID:8466,0.095223472,0,0
HOTAIR,DOID:2348,0.095221005,0,0
C5orf66-AS1,DOID:12987,0.095220782,0,0
HOTTIP,DOID:9970,0.095212132,0,0
PCGEM1,DOID:0060122,0.095207885,0,0
GNAS-AS1,DOID:1787,0.095205329,0,0
HCG4,DOID:3324,0.095199749,0,0
CECR7,DOID:1967,0.09519127,0,0
LINCMD1,DOID:3905,0.095190465,0,0
OIP5-AS1,DOID:0050828,0.095187284,0,0
GAS5,DOID:9352,0.09518566,0,1
MIR503HG,DOID:1307,0.095184676,0,0
HAR1A,DOID:2377,0.095182315,0,0
CASC2,DOID:8923,0.095179096,0,0
EGOT,DOID:5166,0.095176786,0,0
NRON,DOID:4362,0.095174231,0,0
MIR155HG,DOID:154,0.095170639,0,0
LINC00271,DOID:2237,0.095169477,0,0
LINC00312,DOID:0050890,0.095167004,0,0
PARD6G-AS1,DOID:3717,0.095164575,0,0
CASC2,DOID:12365,0.095162608,0,0
KCTD21-AS1,DOID:4194,0.095158048,0,0
IL12A-AS1,DOID:0050739,0.095157884,0,0
ZFAS1,DOID:10652,0.095157228,0,0
LINC00687,DOID:7,0.095156632,0,0
ZEB1-AS1,DOID:9256,0.095156446,0,1
TEX41,DOID:0050829,0.095153943,0,0
MEG3,DOID:1561,0.095153272,0,0
THRIL,DOID:11983,0.095144704,0,0
LINCMD1,DOID:0070004,0.095136531,0,0
LINC00583,DOID:9074,0.095129557,0,0
ABALON,DOID:0060131,0.095128946,0,0
NALT1,DOID:657,0.095128044,0,0
GSTT1-AS1,DOID:0060469,0.095124386,0,0
COPG2IT1,DOID:154,0.09512306,0,0
MYCNOS,DOID:178,0.09511745,0,0
HCG27,DOID:12858,0.095117308,0,0
HAS2-AS1,DOID:5520,0.09511359,0,0
NPSR1-AS1,DOID:65,0.095113195,0,0
MHRT,DOID:0080005,0.095109098,0,0
PWRN1,DOID:14250,0.095106885,0,0
CRNDE,DOID:1036,0.095105611,0,0
LINC00273,DOID:0060041,0.095105588,0,0
LINC-ROR,DOID:10976,0.095105037,0,0
LINC00293,DOID:10286,0.095104486,0,0
MINCR,DOID:13317,0.095098309,0,0
MIR7-3HG,DOID:16,0.095095515,0,0
LRRC3DN,DOID:0060131,0.095093794,0,0
FENDRR,DOID:5419,0.095090777,0,0
CASC8,DOID:0050885,0.095082,0,0
DISC2,DOID:170,0.095077485,0,0
AFAP1-AS1,DOID:2921,0.09507449,0,0
SPRY4-IT1,DOID:2876,0.095073931,0,0
FENDRR,DOID:0050902,0.095071435,0,0
SPRY4-IT1,DOID:5339,0.095070615,0,0
NEAT1,DOID:0050117,0.095069468,0,0
MIAT,DOID:771,0.095067017,0,0
LINC00477,DOID:4090,0.095066838,0,0
LINC00336,DOID:1074,0.095054798,0,0
OIP5-AS1,DOID:117,0.095050491,0,0
LINC00336,DOID:104,0.095044099,0,0
GHET1,DOID:4960,0.095040284,0,0
CDR1-AS,DOID:8857,0.095039733,0,0
LINC00163,DOID:3121,0.095033959,0,0
NRON,DOID:0050771,0.095033906,0,0
TTTY15,DOID:1432,0.095032342,0,0
MYCNOS,DOID:2025,0.095026568,0,0
LINC00474,DOID:0050615,0.095025435,0,0
MIR17HG,DOID:0080074,0.095016539,0,0
MIAT,DOID:7474,0.095014609,0,0
MYCNOS,DOID:10348,0.095013581,0,0
LINC00467,DOID:3498,0.095013052,0,0
ERICH1-AS1,DOID:12365,0.095011845,0,0
HCG9,DOID:898,0.095009916,0,0
PCGEM1,DOID:3307,0.094998717,0,0
LINCMD1,DOID:1441,0.094998188,0,0
DSCR9,DOID:13089,0.09499649,0,0
PTCSC2,DOID:229,0.094993092,0,0
COPG2IT1,DOID:2377,0.094991595,0,0
EWSAT1,DOID:3093,0.09498968,0,0
ATE1-AS1,DOID:193,0.094986983,0,0
PISRT1,DOID:0060289,0.094982184,1,0
HCP5,DOID:4090,0.094981752,0,0
CASC2,DOID:0050739,0.094977982,0,0
LINCMD1,DOID:4362,0.09497761,0,0
AFAP1-AS1,DOID:12365,0.094968125,0,0
DBET,DOID:1100,0.094959453,0,0
NPSR1-AS1,DOID:11934,0.094949417,0,0
GNG12-AS1,DOID:9970,0.094937898,0,0
LINC01628,DOID:5093,0.094937406,0,0
LINC00583,DOID:9744,0.094936959,0,0
TRERNA1,DOID:3324,0.094934702,0,0
LINC-PINT,DOID:3565,0.094934627,0,0
MESTIT1,DOID:0060116,0.094931886,0,0
C5orf66-AS2,DOID:4971,0.094926432,0,0
TP53COR1,DOID:4230,0.094925962,0,0
PCGEM1,DOID:9120,0.094921328,1,0
HOTAIRM1,DOID:526,0.094919018,0,0
MIR99AHG,DOID:10584,0.094918609,0,0
NORAD,DOID:5419,0.094914697,0,0
SNHG4,DOID:0050902,0.094914638,0,0
NBAT1,DOID:176,0.094913512,0,0
MCHR2-AS1,DOID:6713,0.094909921,0,0
PWRN1,DOID:8850,0.0949056,0,0
CASC8,DOID:1909,0.094896309,0,0
EGOT,DOID:11432,0.094888546,0,0
HOTAIRM1,DOID:11432,0.094882444,0,0
SNHG11,DOID:10283,0.094881989,0,1
CDR1-AS,DOID:11612,0.09487886,0,0
LINC01024,DOID:2998,0.094870031,0,0
GATA3-AS1,DOID:4043,0.094869874,0,0
NBAT1,DOID:178,0.094869055,0,0
NBR2,DOID:4045,0.094868436,0,0
TDRG1,DOID:0050890,0.094867744,0,0
C5orf66-AS2,DOID:3121,0.09486641,0,0
LINC01184,DOID:0050736,0.094866,0,0
NFIA-AS1,DOID:176,0.094860308,0,0
GACAT2,DOID:37,0.094858758,0,0
NBR2,DOID:0080074,0.094856992,0,0
HOTAIR,DOID:9744,0.094856039,0,0
HOTAIRM1,DOID:399,0.09485507,0,0
TARID,DOID:8986,0.09485276,0,0
LSINCT5,DOID:0050890,0.09484975,0,0
IL10RB-AS1,DOID:1307,0.094848253,0,0
HELLPAR,DOID:66,0.094846554,0,0
UCA1,DOID:8398,0.094843425,0,0
LINC00472,DOID:1307,0.094834358,0,0
LINC00472,DOID:3571,0.094833665,0,0
ADORA2A-AS1,DOID:5093,0.094829753,0,0
LINC01081,DOID:0080011,0.094827682,0,0
DBET,DOID:3948,0.094827242,0,0
DLEU2,DOID:9253,0.094824024,0,0
CCAT1,DOID:12294,0.094823167,0,0
BCAR4,DOID:2468,0.094816044,0,0
COL18A1-AS1,DOID:263,0.094811052,0,0
OLMALINC,DOID:0060084,0.094804056,0,0
ERICH1-AS1,DOID:3347,0.094799139,0,0
MYCNOS,DOID:5614,0.094798714,0,0
FALEC,DOID:2127,0.094796933,0,0
DISC1FP1,DOID:557,0.09479548,0,0
HCCAT5,DOID:4043,0.09479548,0,0
CYTOR,DOID:635,0.094792202,0,0
HAR1A,DOID:26,0.09478315,0,0
PWRN1,DOID:0050866,0.094778687,0,0
MIR4435-2HG,DOID:1067,0.09477783,0,0
UCA1,DOID:3907,0.094772726,0,0
HAND2-AS1,DOID:3007,0.094769426,0,0
LINC01133,DOID:3590,0.094767556,0,0
BANCR,DOID:2174,0.094765343,1,0
ATE1-AS1,DOID:3963,0.094764672,0,0
LINC00477,DOID:771,0.09475825,0,0
NEAT1,DOID:3963,0.094758153,1,1
TP53COR1,DOID:0060072,0.094755962,0,0
LINC00467,DOID:409,0.094752565,0,0
GACAT2,DOID:5572,0.094751939,0,0
LINC00942,DOID:9279,0.094750792,0,0
JAZF1-AS1,DOID:2348,0.094741806,0,0
PRINS,DOID:8923,0.09474171,0,0
LINC00675,DOID:0080011,0.094738021,0,0
LINC00477,DOID:1074,0.094736494,0,0
PCA3,DOID:9261,0.094726279,0,0
FALEC,DOID:5041,0.094724163,0,0
LINC00479,DOID:0080005,0.094721079,0,0
IGF2-AS,DOID:2513,0.09471523,0,0
MALAT1,DOID:3193,0.094714507,0,0
PCAT4,DOID:4440,0.094704866,0,0
MALAT1,DOID:2030,0.09469869,0,0
HOTAIRM1,DOID:10763,0.094691515,0,0
MYCNOS,DOID:74,0.094689518,0,0
LINC00961,DOID:768,0.094687194,0,0
GAS5,DOID:4230,0.094683059,0,0
MALAT1,DOID:0050639,0.094682813,0,0
CCAT2,DOID:117,0.094666049,0,0
SNHG12,DOID:1909,0.094661869,0,0
PEG3-AS1,DOID:1040,0.094660543,0,0
TARID,DOID:3070,0.094660148,0,0
CDKN2B-AS1,DOID:3565,0.094657488,0,0
HLA-F-AS1,DOID:4226,0.094652995,0,0
NFIA-AS1,DOID:1059,0.094645664,0,0
ZEB1-AS1,DOID:4006,0.094630361,0,0
LINC00477,DOID:6050,0.094619296,0,0
COPG2IT1,DOID:201,0.094612837,0,0
PCAT5,DOID:2030,0.094611451,0,0
HOTTIP,DOID:65,0.094607875,0,0
MEG3,DOID:7474,0.094603769,0,0
MIR99AHG,DOID:0050908,0.094602279,0,0
LINC00293,DOID:3213,0.09460099,0,0
XACT,DOID:4440,0.094598725,0,0
BCYRN1,DOID:660,0.094591849,0,0
LINC-ROR,DOID:3324,0.094590746,0,0
NBAT1,DOID:8398,0.094586089,0,0
DANCR,DOID:0050117,0.094585195,0,0
TEX41,DOID:2559,0.094583802,0,0
MHRT,DOID:3213,0.094582781,0,0
TINCR,DOID:769,0.094582431,0,0
LINC01133,DOID:3829,0.094574884,0,0
LINC00477,DOID:2678,0.094573386,0,0
LUCAT1,DOID:219,0.094571881,0,0
MIF-AS1,DOID:5517,0.094570838,0,0
XACT,DOID:9279,0.094570249,0,0
TTTY15,DOID:229,0.094565891,0,0
DIO3OS,DOID:0050687,0.094565198,0,0
EWSAT1,DOID:5719,0.094562158,0,0
TTTY2,DOID:47,0.094557956,0,0
LINC00511,DOID:4184,0.094550028,0,0
LINC00473,DOID:3213,0.094544321,0,0
PVT1,DOID:6271,0.094537057,0,0
PWAR5,DOID:2394,0.094535567,0,0
HCG9,DOID:1240,0.094534449,0,0
LINC00271,DOID:0050890,0.094533548,0,0
LUCAT1,DOID:707,0.094530776,0,0
KCNQ1OT1,DOID:12336,0.094529651,0,0
CDKN2A-AS1,DOID:630,0.094525442,0,0
HPN-AS1,DOID:660,0.094523057,0,0
LUCAT1,DOID:11723,0.094520509,0,0
GACAT2,DOID:12365,0.094518051,0,0
LINC-ROR,DOID:374,0.094511956,0,0
PCGEM1,DOID:26,0.094508164,0,0
LINC00963,DOID:0060116,0.094502404,0,0
LINC00312,DOID:10652,0.094478942,0,0
LINC00942,DOID:1205,0.09447886,0,0
CECR7,DOID:4451,0.09447737,0,0
FMR1-AS1,DOID:1602,0.094475947,0,0
COPG2IT1,DOID:707,0.09447483,0,0
TSIX,DOID:8725,0.094469436,0,0
GAS5,DOID:557,0.094469361,0,0
LINC00319,DOID:1555,0.094464734,0,0
CCAT2,DOID:9352,0.094464526,0,0
PSORS1C3,DOID:0060158,0.094463482,0,0
SNHG4,DOID:9974,0.094462976,0,0
LUCAT1,DOID:12365,0.094459444,0,0
MIR137HG,DOID:0080144,0.094453827,0,0
MIAT,DOID:0080000,0.094444893,0,0
PWAR4,DOID:0050615,0.094438531,0,0
CCAT2,DOID:9744,0.094434343,0,0
LINC01184,DOID:0050959,0.094430067,0,0
GAS5,DOID:0050885,0.094429515,0,0
PCAT5,DOID:1909,0.09442693,0,0
LINC01602,DOID:0080015,0.094426699,0,0
TDRG1,DOID:0050736,0.094421282,0,0
HCG9,DOID:10591,0.094421141,0,0
BLACAT1,DOID:3590,0.094408847,0,0
PANDAR,DOID:0050117,0.09440764,0,0
SOX2-OT,DOID:28,0.094403349,0,0
PEG3-AS1,DOID:0050117,0.094401993,0,0
GACAT2,DOID:8466,0.094400607,0,0
CDR1-AS,DOID:2671,0.094397187,0,0
GAS5,DOID:0050117,0.094395779,1,0
NBAT1,DOID:9256,0.094395332,0,0
NUP50-AS1,DOID:7148,0.094386868,0,0
PICSAR,DOID:9884,0.094384365,0,0
MEG8,DOID:4090,0.094381124,0,0
HYMAI,DOID:0050338,0.09437722,0,0
DSCR9,DOID:2021,0.094375603,0,0
NUP50-AS1,DOID:5151,0.094364636,0,0
LINC00472,DOID:1227,0.094362646,0,0
CRNDE,DOID:0060083,0.094361462,0,0
CYTOR,DOID:2033,0.094356954,0,0
LINC01426,DOID:3193,0.094354302,0,0
LINC00467,DOID:399,0.094352335,0,0
LINC01531,DOID:3213,0.094326027,0,0
PRNCR1,DOID:2174,0.094316736,0,0
COPG2IT1,DOID:8584,0.094313249,0,0
PRINS,DOID:6050,0.094304003,0,0
BLACAT1,DOID:7148,0.094303697,0,0
LINC00315,DOID:3948,0.0942972,0,0
BCYRN1,DOID:0050830,0.094290704,0,0
LINC00336,DOID:10763,0.094289362,0,0
PRINS,DOID:5166,0.094279706,0,0
GNAS-AS1,DOID:2152,0.094275333,0,0
SOX2-OT,DOID:14654,0.094275013,0,0
JAZF1-AS1,DOID:5517,0.09427271,0,0
MIR100HG,DOID:12365,0.094272584,0,0
HPN-AS1,DOID:0050959,0.094268985,0,0
LINC00472,DOID:962,0.094268948,0,0
LINC01602,DOID:9351,0.094252601,0,0
DIO3OS,DOID:1909,0.094251193,0,0
TSIX,DOID:635,0.094250806,0,0
TP73-AS1,DOID:9970,0.094247527,0,0
ADORA2A-AS1,DOID:5183,0.09424749,0,0
KCNQ1OT1,DOID:3908,0.094242744,0,1
LINC-ROR,DOID:9261,0.094240323,0,1
LINC01531,DOID:0060116,0.094237596,0,0
CAHM,DOID:0050639,0.094237253,0,0
BANCR,DOID:3910,0.094225451,0,0
SPRY4-IT1,DOID:65,0.094222441,0,0
LINC00942,DOID:2531,0.094221443,0,0
KCTD21-AS1,DOID:5151,0.09421473,0,0
MIR503HG,DOID:229,0.094214477,0,0
ESRG,DOID:3324,0.094210289,0,0
DBH-AS1,DOID:10155,0.094197981,0,0
LINC00474,DOID:1289,0.094189338,0,0
TTTY15,DOID:4074,0.094180696,0,0
NUP50-AS1,DOID:3007,0.094178759,0,0
NEAT1,DOID:0080144,0.094175339,0,0
GNAS-AS1,DOID:4914,0.094168447,0,0
HAR1A,DOID:3347,0.094166227,0,0
TTTY15,DOID:0080001,0.094160989,0,0
LINC00477,DOID:3748,0.094159171,0,0
LINC00467,DOID:8618,0.094156712,0,0
PISRT1,DOID:3892,0.094154738,0,0
LRRC3DN,DOID:0050155,0.094140388,0,0
PARTICL,DOID:769,0.09413477,0,0
CCAT1,DOID:3620,0.0941341,0,0
PARTICL,DOID:706,0.094132647,0,0
PCA3,DOID:2978,0.094127476,0,0
LINC01387,DOID:1036,0.094126545,0,0
PCAT1,DOID:16,0.094125584,0,0
SPRY4-IT1,DOID:3247,0.094125561,0,0
NORAD,DOID:865,0.09412235,0,0
KCTD21-AS1,DOID:3905,0.094121009,0,0
LINC01024,DOID:863,0.09411937,0,0
NEAT1,DOID:10286,0.094117373,0,0
MIR137HG,DOID:4845,0.094113141,0,0
PRINS,DOID:1380,0.09411297,0,0
LSINCT5,DOID:11934,0.094112232,0,0
CASC8,DOID:4159,0.094108492,0,0
LINC01024,DOID:1324,0.094104081,0,0
LINC00163,DOID:2671,0.094098106,0,0
MESTIT1,DOID:0060131,0.094096281,0,0
CCAT2,DOID:4971,0.094094187,0,0
HOTAIR,DOID:0050951,0.094092764,0,0
LINC01184,DOID:896,0.094092339,0,0
MIR99AHG,DOID:2871,0.094087876,0,0
XIST,DOID:5520,0.094083957,0,0
PARTICL,DOID:403,0.09408249,0,0
HCG27,DOID:9119,0.094082303,0,0
LINC01098,DOID:3996,0.094082303,0,0
LINC01556,DOID:654,0.094080359,0,0
NCRUPAR,DOID:3388,0.094079249,0,0
MIR4435-2HG,DOID:3451,0.094073854,0,0
LMCD1-AS1,DOID:8692,0.094072886,0,0
ERICH1-AS1,DOID:9253,0.094070628,0,0
CCAT1,DOID:9296,0.094070159,0,0
CCAT2,DOID:4905,0.094063804,0,0
SNHG1,DOID:1612,0.09406209,0,1
FALEC,DOID:768,0.094061442,0,0
HPN-AS1,DOID:0050117,0.094059475,0,0
GHRLOS,DOID:8771,0.094057709,0,0
EWSAT1,DOID:2998,0.094054334,0,0
KCNQ1OT1,DOID:8725,0.094051942,0,0
FENDRR,DOID:1883,0.094046943,0,0
NPTN-IT1,DOID:10941,0.094028354,0,0
NBR2,DOID:2678,0.094027139,0,0
HOTAIR,DOID:2621,0.094022058,0,0
LINC00312,DOID:18,0.094020195,0,0
LINC00629,DOID:374,0.094019964,0,0
DBET,DOID:16,0.094019607,0,0
DAOA-AS1,DOID:2018,0.094019383,0,0
CAHM,DOID:520,0.094019018,0,0
